도,시,차종,제조사,모델명,국가보조금,지자체보조금
서울,서울특별시,일반승용,현대자동차,Electrified G80 AWD 19인치,310.0,71.0
서울,서울특별시,일반승용,현대자동차,GV60 스탠다드 2WD 19인치,325.0,75.0
서울,서울특별시,일반승용,현대자동차,GV60 스탠다드 AWD 19인치,310.0,71.0
서울,서울특별시,일반승용,현대자동차,GV60 스탠다드 AWD 20인치,300.0,69.0
서울,서울특별시,일반승용,현대자동차,GV60 퍼포먼스 AWD 21인치,285.0,65.0
서울,서울특별시,일반승용,현대자동차,Electrified GV70 AWD 20인치,295.0,68.0
서울,서울특별시,일반승용,현대자동차,Electrified GV70 AWD 19인치,310.0,71.0
서울,서울특별시,일반승용,현대자동차,아이오닉5 2WD 롱레인지 19인치,690.0,150.0
서울,서울특별시,일반승용,현대자동차,아이오닉5 2WD 롱레인지 19인치 빌트인 캠 미적용,690.0,150.0
서울,서울특별시,일반승용,현대자동차,아이오닉5 2WD 롱레인지 20인치,673.0,146.0
서울,서울특별시,일반승용,현대자동차,아이오닉5 AWD 롱레인지 19인치,673.0,146.0
서울,서울특별시,일반승용,현대자동차,아이오닉5 AWD 롱레인지 20인치,645.0,139.0
서울,서울특별시,일반승용,현대자동차,아이오닉5 2WD 스탠다드 19인치,630.0,136.0
서울,서울특별시,일반승용,현대자동차,아이오닉5 AWD 스탠다드 19인치,606.0,130.0
서울,서울특별시,일반승용,현대자동차,아이오닉6 스탠다드 2WD 18인치,719.0,148.0
서울,서울특별시,일반승용,현대자동차,아이오닉6 롱레인지 2WD 18인치,726.0,150.0
서울,서울특별시,일반승용,현대자동차,아이오닉6 롱레인지 2WD 20인치,726.0,150.0
서울,서울특별시,일반승용,현대자동차,아이오닉6 롱레인지 AWD 18인치,726.0,150.0
서울,서울특별시,일반승용,현대자동차,아이오닉6 롱레인지 AWD 20인치,707.0,145.0
서울,서울특별시,일반승용,현대자동차,코나 일렉트릭 2WD 스탠다드 17인치,593.0,129.0
서울,서울특별시,일반승용,현대자동차,코나 일렉트릭 2WD 롱레인지 17인치,651.0,142.0
서울,서울특별시,일반승용,현대자동차,코나 일렉트릭 2WD 롱레인지 19인치,601.0,131.0
서울,서울특별시,일반승용,현대자동차,아이오닉5 N,280.0,64.0
서울,서울특별시,일반승용,현대자동차,더뉴아이오닉5 2WD 19인치 빌트인 캠 미적용,650.0,150.0
서울,서울특별시,일반승용,현대자동차,더뉴아이오닉5 2WD 롱레인지 19인치,650.0,150.0
서울,서울특별시,일반승용,현대자동차,더뉴아이오닉5 2WD 롱레인지 20인치,643.0,148.0
서울,서울특별시,일반승용,현대자동차,더뉴아이오닉5 AWD 롱레인지 20인치,624.0,144.0
서울,서울특별시,일반승용,현대자동차,더뉴아이오닉5 AWD 롱레인지 19인치,636.0,146.0
서울,서울특별시,일반승용,현대자동차,더뉴아이오닉5 2WD 롱레인지 N라인 20인치,611.0,141.0
서울,서울특별시,일반승용,현대자동차,더뉴아이오닉5 AWD 롱레인지 N라인 20인치,611.0,141.0
서울,서울특별시,일반승용,기아,EV6 스탠다드 2WD 19인치,675.0,143.0
서울,서울특별시,일반승용,기아,EV6 롱레인지 2WD 20인치,683.0,144.0
서울,서울특별시,일반승용,기아,EV6 롱레인지 4WD 20인치,661.0,139.0
서울,서울특별시,일반승용,기아,EV6 롱레인지 2WD 19인치,684.0,145.0
서울,서울특별시,일반승용,기아,EV6 롱레인지 4WD 19인치,684.0,145.0
서울,서울특별시,일반승용,기아,EV6 스탠다드 4WD 19인치,649.0,137.0
서울,서울특별시,일반승용,기아,니로 플러스(DP),592.0,136.0
서울,서울특별시,일반승용,기아,The all-new Kia Niro EV(24MY),627.0,133.0
서울,서울특별시,일반승용,기아,The all-new Kia Niro EV(25MY),596.0,133.0
서울,서울특별시,일반승용,기아,EV6 GT,267.0,61.0
서울,서울특별시,일반승용,기아,EV9 2WD 19인치,301.0,69.0
서울,서울특별시,일반승용,기아,EV9 2WD 20인치,298.0,68.0
서울,서울특별시,일반승용,기아,EV9 4WD 19인치,287.0,66.0
서울,서울특별시,일반승용,기아,EV9 4WD 21인치,291.0,67.0
서울,서울특별시,일반승용,기아,EV9 GTL 4WD 21인치,286.0,66.0
서울,서울특별시,일반승용,기아,더뉴EV6 롱레인지 4WD 20인치,606.0,139.0
서울,서울특별시,일반승용,기아,더뉴EV6 롱레인지 2WD 20인치,623.0,143.0
서울,서울특별시,일반승용,기아,더뉴EV6 롱레인지 4WD 19인치,625.0,144.0
서울,서울특별시,일반승용,기아,더뉴EV6 롱레인지 2WD 19인치,630.0,145.0
서울,서울특별시,일반승용,기아,EV3 롱레인지 2WD 17인치,622.0,143.0
서울,서울특별시,일반승용,기아,EV3 롱레인지 2WD 19인치,622.0,143.0
서울,서울특별시,일반승용,기아,EV3 스탠다드 2WD,573.0,132.0
서울,서울특별시,일반승용,BMW,iX3 M Sport,205.0,47.0
서울,서울특별시,일반승용,BMW,i4 eDrive40,212.0,48.0
서울,서울특별시,일반승용,BMW,i4 M50,198.0,45.0
서울,서울특별시,일반승용,BMW,iX1 xDrive30,184.0,42.0
서울,서울특별시,일반승용,테슬라코리아,Model Y RWD(2023),210.0,48.0
서울,서울특별시,일반승용,테슬라코리아,Model 3 RWD,226.0,52.0
서울,서울특별시,일반승용,테슬라코리아,Model 3 Long Range,235.0,54.0
서울,서울특별시,일반승용,테슬라코리아,Model Y RWD,211.0,48.0
서울,서울특별시,일반승용,테슬라코리아,Model Y Long Range,227.0,52.0
서울,서울특별시,일반승용,테슬라코리아,Model Y Performance,231.0,53.0
서울,서울특별시,일반승용,테슬라코리아,Model 3 Performance(2024),227.0,52.0
서울,서울특별시,일반승용,테슬라코리아,Model Y Long Range 19인치,235.0,54.0
서울,서울특별시,일반승용,메르세데스벤츠코리아,EQB300 4MATIC(Pre-Facelift)(5인승),217.0,50.0
서울,서울특별시,일반승용,메르세데스벤츠코리아,EQB300 4MATIC(Pre-Facelift)(7인승),217.0,50.0
서울,서울특별시,일반승용,메르세데스벤츠코리아,EQA250(Facelift),256.0,59.0
서울,서울특별시,일반승용,메르세데스벤츠코리아,EQB300 4MATIC(Facelift)(5인승),220.0,50.0
서울,서울특별시,일반승용,메르세데스벤츠코리아,EQB300 4MATIC(Facelift)(7인승),220.0,50.0
서울,서울특별시,일반승용,스텔란티스코리아,Peugeot e-208,349.0,80.0
서울,서울특별시,일반승용,스텔란티스코리아,Peugeot e-2008 SUV,331.0,76.0
서울,서울특별시,일반승용,스텔란티스코리아,짚 어벤저,359.0,82.0
서울,서울특별시,일반승용,아우디폭스바겐코리아,폭스바겐 ID.4 Pro,492.0,113.0
서울,서울특별시,일반승용,아우디폭스바겐코리아,아우디 Q4 40 e-tron,196.0,45.0
서울,서울특별시,일반승용,아우디폭스바겐코리아,아우디 Q4 Sportback 40 e-tron,198.0,45.0
서울,서울특별시,일반승용,케이지모빌리티,토레스 EVX 2WD 18인치,457.0,105.0
서울,서울특별시,일반승용,케이지모빌리티,토레스 EVX 2WD 20인치,443.0,102.0
서울,서울특별시,일반승용,케이지모빌리티,코란도 EV 2WD,399.0,92.0
서울,서울특별시,일반승용,폴스타오토모티브코리아,Polestar 2 Long Range Single Motor(MY23),427.0,94.0
서울,서울특별시,일반승용,폴스타오토모티브코리아,Polestar 2 Long Range Dual Motor(MY23),163.0,37.0
서울,서울특별시,일반승용,폴스타오토모티브코리아,Polestar 2 Long Range Single Motor(MY24),439.0,101.0
서울,서울특별시,일반승용,폴스타오토모티브코리아,Polestar 2 Long Range Dual Motor(MY24),186.0,42.0
서울,서울특별시,일반승용,볼보자동차코리아,볼보 C40 Recharge Twin,201.0,46.0
서울,서울특별시,일반승용,볼보자동차코리아,볼보 XC40 Recharge Twin,192.0,44.0
서울,서울특별시,일반승용,한국토요타자동차,렉서스 RZ450e,276.0,63.0
서울,서울특별시,경·소형,기아,레이 EV 2WD 14인치 4인승 승용,452.0,104.0
서울,서울특별시,경·소형,기아,레이 EV 2WD 14인치 2인승 밴,452.0,104.0
서울,서울특별시,경·소형,기아,레이 EV 2WD 14인치 1인승 밴,452.0,104.0
서울,서울특별시,경·소형,현대자동차,캐스퍼 일렉트릭 항속형 17인치,520.0,120.0
서울,서울특별시,경·소형,현대자동차,캐스퍼 일렉트릭 항속형 15인치,520.0,120.0
서울,서울특별시,초소형,마이브,마이브 M1,250.0,90.0
서울,서울특별시,초소형,쎄보모빌리티,CEVO-C SE,250.0,90.0
서울,서울특별시,초소형,쎄보모빌리티,CEVO-C SE VAN,250.0,90.0
부산,부산광역시,일반승용,현대자동차,Electrified G80 AWD 19인치,310.0,169.0
부산,부산광역시,일반승용,현대자동차,GV60 스탠다드 2WD 19인치,325.0,175.0
부산,부산광역시,일반승용,현대자동차,GV60 스탠다드 AWD 19인치,310.0,169.0
부산,부산광역시,일반승용,현대자동차,GV60 스탠다드 AWD 20인치,300.0,165.0
부산,부산광역시,일반승용,현대자동차,GV60 퍼포먼스 AWD 21인치,285.0,159.0
부산,부산광역시,일반승용,현대자동차,Electrified GV70 AWD 20인치,295.0,163.0
부산,부산광역시,일반승용,현대자동차,Electrified GV70 AWD 19인치,310.0,169.0
부산,부산광역시,일반승용,현대자동차,아이오닉5 2WD 롱레인지 19인치,690.0,300.0
부산,부산광역시,일반승용,현대자동차,아이오닉5 2WD 롱레인지 19인치 빌트인 캠 미적용,690.0,300.0
부산,부산광역시,일반승용,현대자동차,아이오닉5 2WD 롱레인지 20인치,673.0,293.0
부산,부산광역시,일반승용,현대자동차,아이오닉5 AWD 롱레인지 19인치,673.0,293.0
부산,부산광역시,일반승용,현대자동차,아이오닉5 AWD 롱레인지 20인치,645.0,282.0
부산,부산광역시,일반승용,현대자동차,아이오닉5 2WD 스탠다드 19인치,630.0,277.0
부산,부산광역시,일반승용,현대자동차,아이오닉5 AWD 스탠다드 19인치,606.0,268.0
부산,부산광역시,일반승용,현대자동차,아이오닉6 스탠다드 2WD 18인치,719.0,298.0
부산,부산광역시,일반승용,현대자동차,아이오닉6 롱레인지 2WD 18인치,726.0,300.0
부산,부산광역시,일반승용,현대자동차,아이오닉6 롱레인지 2WD 20인치,726.0,300.0
부산,부산광역시,일반승용,현대자동차,아이오닉6 롱레인지 AWD 18인치,726.0,300.0
부산,부산광역시,일반승용,현대자동차,아이오닉6 롱레인지 AWD 20인치,707.0,292.0
부산,부산광역시,일반승용,현대자동차,코나 일렉트릭 2WD 스탠다드 17인치,593.0,265.0
부산,부산광역시,일반승용,현대자동차,코나 일렉트릭 2WD 롱레인지 17인치,651.0,288.0
부산,부산광역시,일반승용,현대자동차,코나 일렉트릭 2WD 롱레인지 19인치,601.0,268.0
부산,부산광역시,일반승용,현대자동차,아이오닉5 N,280.0,157.0
부산,부산광역시,일반승용,현대자동차,더뉴아이오닉5 2WD 19인치 빌트인 캠 미적용,650.0,300.0
부산,부산광역시,일반승용,현대자동차,더뉴아이오닉5 2WD 롱레인지 19인치,650.0,300.0
부산,부산광역시,일반승용,현대자동차,더뉴아이오닉5 2WD 롱레인지 20인치,643.0,297.0
부산,부산광역시,일반승용,현대자동차,더뉴아이오닉5 AWD 롱레인지 20인치,624.0,290.0
부산,부산광역시,일반승용,현대자동차,더뉴아이오닉5 AWD 롱레인지 19인치,636.0,294.0
부산,부산광역시,일반승용,현대자동차,더뉴아이오닉5 2WD 롱레인지 N라인 20인치,611.0,285.0
부산,부산광역시,일반승용,현대자동차,더뉴아이오닉5 AWD 롱레인지 N라인 20인치,611.0,285.0
부산,부산광역시,일반승용,기아,EV6 스탠다드 2WD 19인치,675.0,238.0
부산,부산광역시,일반승용,기아,EV6 롱레인지 2WD 20인치,683.0,241.0
부산,부산광역시,일반승용,기아,EV6 롱레인지 4WD 20인치,661.0,233.0
부산,부산광역시,일반승용,기아,EV6 롱레인지 2WD 19인치,684.0,241.0
부산,부산광역시,일반승용,기아,EV6 롱레인지 4WD 19인치,684.0,241.0
부산,부산광역시,일반승용,기아,EV6 스탠다드 4WD 19인치,649.0,228.0
부산,부산광역시,일반승용,기아,니로 플러스(DP),592.0,227.0
부산,부산광역시,일반승용,기아,The all-new Kia Niro EV(24MY),627.0,223.0
부산,부산광역시,일반승용,기아,The all-new Kia Niro EV(25MY),596.0,223.0
부산,부산광역시,일반승용,기아,EV6 GT,267.0,102.0
부산,부산광역시,일반승용,기아,EV9 2WD 19인치,301.0,115.0
부산,부산광역시,일반승용,기아,EV9 2WD 20인치,298.0,114.0
부산,부산광역시,일반승용,기아,EV9 4WD 19인치,287.0,110.0
부산,부산광역시,일반승용,기아,EV9 4WD 21인치,291.0,111.0
부산,부산광역시,일반승용,기아,EV9 GTL 4WD 21인치,286.0,110.0
부산,부산광역시,일반승용,기아,더뉴EV6 롱레인지 4WD 20인치,606.0,233.0
부산,부산광역시,일반승용,기아,더뉴EV6 롱레인지 2WD 20인치,623.0,239.0
부산,부산광역시,일반승용,기아,더뉴EV6 롱레인지 4WD 19인치,625.0,240.0
부산,부산광역시,일반승용,기아,더뉴EV6 롱레인지 2WD 19인치,630.0,242.0
부산,부산광역시,일반승용,기아,EV3 롱레인지 2WD 17인치,622.0,239.0
부산,부산광역시,일반승용,기아,EV3 롱레인지 2WD 19인치,622.0,239.0
부산,부산광역시,일반승용,기아,EV3 스탠다드 2WD,573.0,220.0
부산,부산광역시,일반승용,BMW,iX3 M Sport,205.0,78.0
부산,부산광역시,일반승용,BMW,i4 eDrive40,212.0,81.0
부산,부산광역시,일반승용,BMW,i4 M50,198.0,76.0
부산,부산광역시,일반승용,BMW,iX1 xDrive30,184.0,70.0
부산,부산광역시,일반승용,테슬라코리아,Model Y RWD(2023),210.0,80.0
부산,부산광역시,일반승용,테슬라코리아,Model 3 RWD,226.0,86.0
부산,부산광역시,일반승용,테슬라코리아,Model 3 Long Range,235.0,90.0
부산,부산광역시,일반승용,테슬라코리아,Model Y RWD,211.0,81.0
부산,부산광역시,일반승용,테슬라코리아,Model Y Long Range,227.0,87.0
부산,부산광역시,일반승용,테슬라코리아,Model Y Performance,231.0,88.0
부산,부산광역시,일반승용,테슬라코리아,Model 3 Performance(2024),227.0,87.0
부산,부산광역시,일반승용,테슬라코리아,Model Y Long Range 19인치,235.0,90.0
부산,부산광역시,일반승용,메르세데스벤츠코리아,EQB300 4MATIC(Pre-Facelift)(5인승),217.0,83.0
부산,부산광역시,일반승용,메르세데스벤츠코리아,EQB300 4MATIC(Pre-Facelift)(7인승),217.0,83.0
부산,부산광역시,일반승용,메르세데스벤츠코리아,EQA250(Facelift),256.0,98.0
부산,부산광역시,일반승용,메르세데스벤츠코리아,EQB300 4MATIC(Facelift)(5인승),220.0,84.0
부산,부산광역시,일반승용,메르세데스벤츠코리아,EQB300 4MATIC(Facelift)(7인승),220.0,84.0
부산,부산광역시,일반승용,스텔란티스코리아,Peugeot e-208,349.0,134.0
부산,부산광역시,일반승용,스텔란티스코리아,Peugeot e-2008 SUV,331.0,127.0
부산,부산광역시,일반승용,스텔란티스코리아,짚 어벤저,359.0,138.0
부산,부산광역시,일반승용,아우디폭스바겐코리아,폭스바겐 ID.4 Pro,492.0,189.0
부산,부산광역시,일반승용,아우디폭스바겐코리아,아우디 Q4 40 e-tron,196.0,75.0
부산,부산광역시,일반승용,아우디폭스바겐코리아,아우디 Q4 Sportback 40 e-tron,198.0,76.0
부산,부산광역시,일반승용,케이지모빌리티,토레스 EVX 2WD 18인치,457.0,225.0
부산,부산광역시,일반승용,케이지모빌리티,토레스 EVX 2WD 20인치,443.0,220.0
부산,부산광역시,일반승용,케이지모빌리티,코란도 EV 2WD,399.0,153.0
부산,부산광역시,일반승용,폴스타오토모티브코리아,Polestar 2 Long Range Single Motor(MY23),427.0,157.0
부산,부산광역시,일반승용,폴스타오토모티브코리아,Polestar 2 Long Range Dual Motor(MY23),163.0,62.0
부산,부산광역시,일반승용,폴스타오토모티브코리아,Polestar 2 Long Range Single Motor(MY24),439.0,168.0
부산,부산광역시,일반승용,폴스타오토모티브코리아,Polestar 2 Long Range Dual Motor(MY24),186.0,71.0
부산,부산광역시,일반승용,볼보자동차코리아,볼보 C40 Recharge Twin,201.0,77.0
부산,부산광역시,일반승용,볼보자동차코리아,볼보 XC40 Recharge Twin,192.0,73.0
부산,부산광역시,일반승용,한국토요타자동차,렉서스 RZ450e,276.0,106.0
부산,부산광역시,경·소형,기아,레이 EV 2WD 14인치 4인승 승용,452.0,164.0
부산,부산광역시,경·소형,기아,레이 EV 2WD 14인치 2인승 밴,452.0,164.0
부산,부산광역시,경·소형,기아,레이 EV 2WD 14인치 1인승 밴,452.0,164.0
부산,부산광역시,경·소형,현대자동차,캐스퍼 일렉트릭 항속형 17인치,520.0,189.0
부산,부산광역시,경·소형,현대자동차,캐스퍼 일렉트릭 항속형 15인치,520.0,189.0
부산,부산광역시,초소형,마이브,마이브 M1,250.0,150.0
부산,부산광역시,초소형,쎄보모빌리티,CEVO-C SE,250.0,150.0
부산,부산광역시,초소형,쎄보모빌리티,CEVO-C SE VAN,250.0,150.0
대구,대구광역시,일반승용,현대자동차,Electrified G80 AWD 19인치,310.0,143.0
대구,대구광역시,일반승용,현대자동차,GV60 스탠다드 2WD 19인치,325.0,150.0
대구,대구광역시,일반승용,현대자동차,GV60 스탠다드 AWD 19인치,310.0,143.0
대구,대구광역시,일반승용,현대자동차,GV60 스탠다드 AWD 20인치,300.0,138.0
대구,대구광역시,일반승용,현대자동차,GV60 퍼포먼스 AWD 21인치,285.0,131.0
대구,대구광역시,일반승용,현대자동차,Electrified GV70 AWD 20인치,295.0,136.0
대구,대구광역시,일반승용,현대자동차,Electrified GV70 AWD 19인치,310.0,143.0
대구,대구광역시,일반승용,현대자동차,아이오닉5 2WD 롱레인지 19인치,690.0,300.0
대구,대구광역시,일반승용,현대자동차,아이오닉5 2WD 롱레인지 19인치 빌트인 캠 미적용,690.0,300.0
대구,대구광역시,일반승용,현대자동차,아이오닉5 2WD 롱레인지 20인치,673.0,292.0
대구,대구광역시,일반승용,현대자동차,아이오닉5 AWD 롱레인지 19인치,673.0,292.0
대구,대구광역시,일반승용,현대자동차,아이오닉5 AWD 롱레인지 20인치,645.0,279.0
대구,대구광역시,일반승용,현대자동차,아이오닉5 2WD 스탠다드 19인치,630.0,272.0
대구,대구광역시,일반승용,현대자동차,아이오닉5 AWD 스탠다드 19인치,606.0,261.0
대구,대구광역시,일반승용,현대자동차,아이오닉6 스탠다드 2WD 18인치,719.0,297.0
대구,대구광역시,일반승용,현대자동차,아이오닉6 롱레인지 2WD 18인치,726.0,300.0
대구,대구광역시,일반승용,현대자동차,아이오닉6 롱레인지 2WD 20인치,726.0,300.0
대구,대구광역시,일반승용,현대자동차,아이오닉6 롱레인지 AWD 18인치,726.0,300.0
대구,대구광역시,일반승용,현대자동차,아이오닉6 롱레인지 AWD 20인치,707.0,291.0
대구,대구광역시,일반승용,현대자동차,코나 일렉트릭 2WD 스탠다드 17인치,593.0,258.0
대구,대구광역시,일반승용,현대자동차,코나 일렉트릭 2WD 롱레인지 17인치,651.0,285.0
대구,대구광역시,일반승용,현대자동차,코나 일렉트릭 2WD 롱레인지 19인치,601.0,262.0
대구,대구광역시,일반승용,현대자동차,아이오닉5 N,280.0,129.0
대구,대구광역시,일반승용,현대자동차,더뉴아이오닉5 2WD 19인치 빌트인 캠 미적용,650.0,300.0
대구,대구광역시,일반승용,현대자동차,더뉴아이오닉5 2WD 롱레인지 19인치,650.0,300.0
대구,대구광역시,일반승용,현대자동차,더뉴아이오닉5 2WD 롱레인지 20인치,643.0,296.0
대구,대구광역시,일반승용,현대자동차,더뉴아이오닉5 AWD 롱레인지 20인치,624.0,288.0
대구,대구광역시,일반승용,현대자동차,더뉴아이오닉5 AWD 롱레인지 19인치,636.0,293.0
대구,대구광역시,일반승용,현대자동차,더뉴아이오닉5 2WD 롱레인지 N라인 20인치,611.0,282.0
대구,대구광역시,일반승용,현대자동차,더뉴아이오닉5 AWD 롱레인지 N라인 20인치,611.0,282.0
대구,대구광역시,일반승용,기아,EV6 스탠다드 2WD 19인치,675.0,286.0
대구,대구광역시,일반승용,기아,EV6 롱레인지 2WD 20인치,683.0,289.0
대구,대구광역시,일반승용,기아,EV6 롱레인지 4WD 20인치,661.0,279.0
대구,대구광역시,일반승용,기아,EV6 롱레인지 2WD 19인치,684.0,290.0
대구,대구광역시,일반승용,기아,EV6 롱레인지 4WD 19인치,684.0,290.0
대구,대구광역시,일반승용,기아,EV6 스탠다드 4WD 19인치,649.0,274.0
대구,대구광역시,일반승용,기아,니로 플러스(DP),592.0,273.0
대구,대구광역시,일반승용,기아,The all-new Kia Niro EV(24MY),627.0,267.0
대구,대구광역시,일반승용,기아,The all-new Kia Niro EV(25MY),596.0,267.0
대구,대구광역시,일반승용,기아,EV6 GT,267.0,123.0
대구,대구광역시,일반승용,기아,EV9 2WD 19인치,301.0,138.0
대구,대구광역시,일반승용,기아,EV9 2WD 20인치,298.0,137.0
대구,대구광역시,일반승용,기아,EV9 4WD 19인치,287.0,132.0
대구,대구광역시,일반승용,기아,EV9 4WD 21인치,291.0,134.0
대구,대구광역시,일반승용,기아,EV9 GTL 4WD 21인치,286.0,132.0
대구,대구광역시,일반승용,기아,더뉴EV6 롱레인지 4WD 20인치,606.0,279.0
대구,대구광역시,일반승용,기아,더뉴EV6 롱레인지 2WD 20인치,623.0,287.0
대구,대구광역시,일반승용,기아,더뉴EV6 롱레인지 4WD 19인치,625.0,288.0
대구,대구광역시,일반승용,기아,더뉴EV6 롱레인지 2WD 19인치,630.0,290.0
대구,대구광역시,일반승용,기아,EV3 롱레인지 2WD 17인치,622.0,287.0
대구,대구광역시,일반승용,기아,EV3 롱레인지 2WD 19인치,622.0,287.0
대구,대구광역시,일반승용,기아,EV3 스탠다드 2WD,573.0,264.0
대구,대구광역시,일반승용,BMW,iX3 M Sport,205.0,94.0
대구,대구광역시,일반승용,BMW,i4 eDrive40,212.0,97.0
대구,대구광역시,일반승용,BMW,i4 M50,198.0,91.0
대구,대구광역시,일반승용,BMW,iX1 xDrive30,184.0,84.0
대구,대구광역시,일반승용,테슬라코리아,Model Y RWD(2023),210.0,96.0
대구,대구광역시,일반승용,테슬라코리아,Model 3 RWD,226.0,104.0
대구,대구광역시,일반승용,테슬라코리아,Model 3 Long Range,235.0,108.0
대구,대구광역시,일반승용,테슬라코리아,Model Y RWD,211.0,97.0
대구,대구광역시,일반승용,테슬라코리아,Model Y Long Range,227.0,104.0
대구,대구광역시,일반승용,테슬라코리아,Model Y Performance,231.0,106.0
대구,대구광역시,일반승용,테슬라코리아,Model 3 Performance(2024),227.0,104.0
대구,대구광역시,일반승용,테슬라코리아,Model Y Long Range 19인치,235.0,108.0
대구,대구광역시,일반승용,메르세데스벤츠코리아,EQB300 4MATIC(Pre-Facelift)(5인승),217.0,100.0
대구,대구광역시,일반승용,메르세데스벤츠코리아,EQB300 4MATIC(Pre-Facelift)(7인승),217.0,100.0
대구,대구광역시,일반승용,메르세데스벤츠코리아,EQA250(Facelift),256.0,118.0
대구,대구광역시,일반승용,메르세데스벤츠코리아,EQB300 4MATIC(Facelift)(5인승),220.0,101.0
대구,대구광역시,일반승용,메르세데스벤츠코리아,EQB300 4MATIC(Facelift)(7인승),220.0,101.0
대구,대구광역시,일반승용,스텔란티스코리아,Peugeot e-208,349.0,161.0
대구,대구광역시,일반승용,스텔란티스코리아,Peugeot e-2008 SUV,331.0,152.0
대구,대구광역시,일반승용,스텔란티스코리아,짚 어벤저,359.0,165.0
대구,대구광역시,일반승용,아우디폭스바겐코리아,폭스바겐 ID.4 Pro,492.0,227.0
대구,대구광역시,일반승용,아우디폭스바겐코리아,아우디 Q4 40 e-tron,196.0,90.0
대구,대구광역시,일반승용,아우디폭스바겐코리아,아우디 Q4 Sportback 40 e-tron,198.0,91.0
대구,대구광역시,일반승용,케이지모빌리티,토레스 EVX 2WD 18인치,457.0,210.0
대구,대구광역시,일반승용,케이지모빌리티,토레스 EVX 2WD 20인치,443.0,204.0
대구,대구광역시,일반승용,케이지모빌리티,코란도 EV 2WD,399.0,184.0
대구,대구광역시,일반승용,폴스타오토모티브코리아,Polestar 2 Long Range Single Motor(MY23),427.0,188.0
대구,대구광역시,일반승용,폴스타오토모티브코리아,Polestar 2 Long Range Dual Motor(MY23),163.0,75.0
대구,대구광역시,일반승용,폴스타오토모티브코리아,Polestar 2 Long Range Single Motor(MY24),439.0,202.0
대구,대구광역시,일반승용,폴스타오토모티브코리아,Polestar 2 Long Range Dual Motor(MY24),186.0,85.0
대구,대구광역시,일반승용,볼보자동차코리아,볼보 C40 Recharge Twin,201.0,92.0
대구,대구광역시,일반승용,볼보자동차코리아,볼보 XC40 Recharge Twin,192.0,88.0
대구,대구광역시,일반승용,한국토요타자동차,렉서스 RZ450e,276.0,127.0
대구,대구광역시,경·소형,기아,레이 EV 2WD 14인치 4인승 승용,452.0,205.0
대구,대구광역시,경·소형,기아,레이 EV 2WD 14인치 2인승 밴,452.0,205.0
대구,대구광역시,경·소형,기아,레이 EV 2WD 14인치 1인승 밴,452.0,205.0
대구,대구광역시,경·소형,현대자동차,캐스퍼 일렉트릭 항속형 17인치,520.0,236.0
대구,대구광역시,경·소형,현대자동차,캐스퍼 일렉트릭 항속형 15인치,520.0,236.0
대구,대구광역시,초소형,마이브,마이브 M1,250.0,150.0
대구,대구광역시,초소형,쎄보모빌리티,CEVO-C SE,250.0,150.0
대구,대구광역시,초소형,쎄보모빌리티,CEVO-C SE VAN,250.0,150.0
인천,인천광역시,일반승용,현대자동차,Electrified G80 AWD 19인치,310.0,143.0
인천,인천광역시,일반승용,현대자동차,GV60 스탠다드 2WD 19인치,325.0,150.0
인천,인천광역시,일반승용,현대자동차,GV60 스탠다드 AWD 19인치,310.0,143.0
인천,인천광역시,일반승용,현대자동차,GV60 스탠다드 AWD 20인치,300.0,138.0
인천,인천광역시,일반승용,현대자동차,GV60 퍼포먼스 AWD 21인치,285.0,131.0
인천,인천광역시,일반승용,현대자동차,Electrified GV70 AWD 20인치,295.0,136.0
인천,인천광역시,일반승용,현대자동차,Electrified GV70 AWD 19인치,310.0,143.0
인천,인천광역시,일반승용,현대자동차,아이오닉5 2WD 롱레인지 19인치,690.0,300.0
인천,인천광역시,일반승용,현대자동차,아이오닉5 2WD 롱레인지 19인치 빌트인 캠 미적용,690.0,300.0
인천,인천광역시,일반승용,현대자동차,아이오닉5 2WD 롱레인지 20인치,673.0,292.0
인천,인천광역시,일반승용,현대자동차,아이오닉5 AWD 롱레인지 19인치,673.0,292.0
인천,인천광역시,일반승용,현대자동차,아이오닉5 AWD 롱레인지 20인치,645.0,279.0
인천,인천광역시,일반승용,현대자동차,아이오닉5 2WD 스탠다드 19인치,630.0,272.0
인천,인천광역시,일반승용,현대자동차,아이오닉5 AWD 스탠다드 19인치,606.0,261.0
인천,인천광역시,일반승용,현대자동차,아이오닉6 스탠다드 2WD 18인치,719.0,297.0
인천,인천광역시,일반승용,현대자동차,아이오닉6 롱레인지 2WD 18인치,726.0,300.0
인천,인천광역시,일반승용,현대자동차,아이오닉6 롱레인지 2WD 20인치,726.0,300.0
인천,인천광역시,일반승용,현대자동차,아이오닉6 롱레인지 AWD 18인치,726.0,300.0
인천,인천광역시,일반승용,현대자동차,아이오닉6 롱레인지 AWD 20인치,707.0,291.0
인천,인천광역시,일반승용,현대자동차,코나 일렉트릭 2WD 스탠다드 17인치,593.0,258.0
인천,인천광역시,일반승용,현대자동차,코나 일렉트릭 2WD 롱레인지 17인치,651.0,285.0
인천,인천광역시,일반승용,현대자동차,코나 일렉트릭 2WD 롱레인지 19인치,601.0,262.0
인천,인천광역시,일반승용,현대자동차,아이오닉5 N,280.0,129.0
