서울,서울특별시,일반승용,현대자동차,Electrified G80 AWD 19인치,310,71,381
서울,서울특별시,일반승용,현대자동차,GV60 스탠다드 2WD 19인치,325,75,400
서울,서울특별시,일반승용,현대자동차,GV60 스탠다드 AWD 19인치,310,71,381
서울,서울특별시,일반승용,현대자동차,GV60 스탠다드 AWD 20인치,300,69,369
서울,서울특별시,일반승용,현대자동차,GV60 퍼포먼스 AWD 21인치,285,65,350
서울,서울특별시,일반승용,현대자동차,Electrified GV70 AWD 20인치,295,68,363
서울,서울특별시,일반승용,현대자동차,Electrified GV70 AWD 19인치,310,71,381
서울,서울특별시,일반승용,현대자동차,아이오닉5 2WD 롱레인지 19인치,690,150,840
서울,서울특별시,일반승용,현대자동차,아이오닉5 2WD 롱레인지 19인치 빌트인 캠 미적용,690,150,840
서울,서울특별시,일반승용,현대자동차,아이오닉5 2WD 롱레인지 20인치,673,146,819
서울,서울특별시,일반승용,현대자동차,아이오닉5 AWD 롱레인지 19인치,673,146,819
서울,서울특별시,일반승용,현대자동차,아이오닉5 AWD 롱레인지 20인치,645,139,784
서울,서울특별시,일반승용,현대자동차,아이오닉5 2WD 스탠다드 19인치,630,136,766
서울,서울특별시,일반승용,현대자동차,아이오닉5 AWD 스탠다드 19인치,606,130,736
서울,서울특별시,일반승용,현대자동차,아이오닉6 스탠다드 2WD 18인치,719,148,867
서울,서울특별시,일반승용,현대자동차,아이오닉6 롱레인지 2WD 18인치,726,150,876
서울,서울특별시,일반승용,현대자동차,아이오닉6 롱레인지 2WD 20인치,726,150,876
서울,서울특별시,일반승용,현대자동차,아이오닉6 롱레인지 AWD 18인치,726,150,876
서울,서울특별시,일반승용,현대자동차,아이오닉6 롱레인지 AWD 20인치,707,145,852
서울,서울특별시,일반승용,현대자동차,코나 일렉트릭 2WD 스탠다드 17인치,593,129,722
서울,서울특별시,일반승용,현대자동차,코나 일렉트릭 2WD 롱레인지 17인치,651,142,793
서울,서울특별시,일반승용,현대자동차,코나 일렉트릭 2WD 롱레인지 19인치,601,131,732
서울,서울특별시,일반승용,현대자동차,아이오닉5 N,280,64,344
서울,서울특별시,일반승용,현대자동차,더뉴아이오닉5 2WD 19인치 빌트인 캠 미적용,650,150,800
서울,서울특별시,일반승용,현대자동차,더뉴아이오닉5 2WD 롱레인지 19인치,650,150,800
서울,서울특별시,일반승용,현대자동차,더뉴아이오닉5 2WD 롱레인지 20인치,643,148,791
서울,서울특별시,일반승용,현대자동차,더뉴아이오닉5 AWD 롱레인지 20인치,624,144,768
서울,서울특별시,일반승용,현대자동차,더뉴아이오닉5 AWD 롱레인지 19인치,636,146,782
서울,서울특별시,일반승용,현대자동차,더뉴아이오닉5 2WD 롱레인지 N라인 20인치,611,141,752
서울,서울특별시,일반승용,현대자동차,더뉴아이오닉5 AWD 롱레인지 N라인 20인치,611,141,752
서울,서울특별시,일반승용,기아,EV6 스탠다드 2WD 19인치,675,143,818
서울,서울특별시,일반승용,기아,EV6 롱레인지 2WD 20인치,683,144,827
서울,서울특별시,일반승용,기아,EV6 롱레인지 4WD 20인치,661,139,800
